Crop,Disease,Crop_Stage,Symptoms Category,Occurrences,Is_Dominant,Temp_min (Deg. Celcius),Temp_max (Deg. Celcius),Humidity (in %),Rainfall(in mm),Symptoms,Prevention,Treatment
Apple,Cedar_apple_rust,Vegetative,Rust,76,TRUE,15.38,32.54,68.58,120.24,"Bright yellow-orange circular spots on upper leaf surface in spring | Lesions enlarge; orange, tube-like aecia (spore horns) appear on lower leaf surface | Yellow halos surrounding rust lesions on upper surface | Distorted or puckered leaf tissue around infection sites | Pale yellow to orange spots on fruit surface, later developing tube-like structures | Premature defoliation in heavily infected trees | Twig and shoot infections causing swelling and dieback | On alternate host (cedar/juniper): orange gelatinous telial horns in spring","Plant cedar-apple rust resistant apple varieties (Redfree, Pristine, Gold Rush) | Remove eastern red cedar and ornamental juniper trees near the orchard | Avoid planting apples near cedar or juniper windbreaks | Monitor nearby cedars in spring for orange gelatinous galls — treat immediately when seen | Prune out infected apple shoots and twigs showing rust symptoms early | Maintain good tree spacing to reduce humidity and leaf wetness | Remove infected leaves promptly at first appearance to slow spread","Myclobutanil (Rally 40 WP) at 0.4 g/L — most effective DMI for rust; apply at pink bud | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, apply at early infection | Triadimefon (Bayleton 25 WP) at 1 g/L — triazole fungicide, good rust control | Fenarimol (Rubigan 12 EC) at 0.5 mL/L — highly effective against rust diseases | Trifloxystrobin + Tebuconazole (Nativo) at 0.5 g/L — combined systemic control | Wettable sulfur at 3 g/L — cost-effective option when temperature is below 32°C | Mancozeb (75 WP) at 2.5 g/L — contact protectant applied every 7–10 days | Foliar micronutrient spray (potassium, zinc) to restore leaf health after infection"
Apple,Cedar_apple_rust,Maturity,Rust,75,FALSE,15.05,33.82,65.46,92.15,"Bright yellow-orange circular spots on upper leaf surface in spring | Lesions enlarge; orange, tube-like aecia (spore horns) appear on lower leaf surface | Yellow halos surrounding rust lesions on upper surface | Distorted or puckered leaf tissue around infection sites | Pale yellow to orange spots on fruit surface, later developing tube-like structures | Premature defoliation in heavily infected trees | Twig and shoot infections causing swelling and dieback | On alternate host (cedar/juniper): orange gelatinous telial horns in spring","Plant cedar-apple rust resistant apple varieties (Redfree, Pristine, Gold Rush) | Remove eastern red cedar and ornamental juniper trees near the orchard | Avoid planting apples near cedar or juniper windbreaks | Monitor nearby cedars in spring for orange gelatinous galls — treat immediately when seen | Prune out infected apple shoots and twigs showing rust symptoms early | Maintain good tree spacing to reduce humidity and leaf wetness | Remove infected leaves promptly at first appearance to slow spread","Myclobutanil (Rally 40 WP) at 0.4 g/L — most effective DMI for rust; apply at pink bud | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, apply at early infection | Triadimefon (Bayleton 25 WP) at 1 g/L — triazole fungicide, good rust control | Fenarimol (Rubigan 12 EC) at 0.5 mL/L — highly effective against rust diseases | Trifloxystrobin + Tebuconazole (Nativo) at 0.5 g/L — combined systemic control | Wettable sulfur at 3 g/L — cost-effective option when temperature is below 32°C | Mancozeb (75 WP) at 2.5 g/L — contact protectant applied every 7–10 days | Foliar micronutrient spray (potassium, zinc) to restore leaf health after infection"
Apple,Cedar_apple_rust,Seedling,Rust,74,FALSE,16.99,33.42,69.5,114.81,"Bright yellow-orange circular spots on upper leaf surface in spring | Lesions enlarge; orange, tube-like aecia (spore horns) appear on lower leaf surface | Yellow halos surrounding rust lesions on upper surface | Distorted or puckered leaf tissue around infection sites | Pale yellow to orange spots on fruit surface, later developing tube-like structures | Premature defoliation in heavily infected trees | Twig and shoot infections causing swelling and dieback | On alternate host (cedar/juniper): orange gelatinous telial horns in spring","Plant cedar-apple rust resistant apple varieties (Redfree, Pristine, Gold Rush) | Remove eastern red cedar and ornamental juniper trees near the orchard | Avoid planting apples near cedar or juniper windbreaks | Monitor nearby cedars in spring for orange gelatinous galls — treat immediately when seen | Prune out infected apple shoots and twigs showing rust symptoms early | Maintain good tree spacing to reduce humidity and leaf wetness | Remove infected leaves promptly at first appearance to slow spread","Myclobutanil (Rally 40 WP) at 0.4 g/L — most effective DMI for rust; apply at pink bud | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, apply at early infection | Triadimefon (Bayleton 25 WP) at 1 g/L — triazole fungicide, good rust control | Fenarimol (Rubigan 12 EC) at 0.5 mL/L — highly effective against rust diseases | Trifloxystrobin + Tebuconazole (Nativo) at 0.5 g/L — combined systemic control | Wettable sulfur at 3 g/L — cost-effective option when temperature is below 32°C | Mancozeb (75 WP) at 2.5 g/L — contact protectant applied every 7–10 days | Foliar micronutrient spray (potassium, zinc) to restore leaf health after infection"
Apple,Cedar_apple_rust,Fruiting,Rust,62,FALSE,15.17,34.52,69.92,107.09,"Bright yellow-orange circular spots on upper leaf surface in spring | Lesions enlarge; orange, tube-like aecia (spore horns) appear on lower leaf surface | Yellow halos surrounding rust lesions on upper surface | Distorted or puckered leaf tissue around infection sites | Pale yellow to orange spots on fruit surface, later developing tube-like structures | Premature defoliation in heavily infected trees | Twig and shoot infections causing swelling and dieback | On alternate host (cedar/juniper): orange gelatinous telial horns in spring","Plant cedar-apple rust resistant apple varieties (Redfree, Pristine, Gold Rush) | Remove eastern red cedar and ornamental juniper trees near the orchard | Avoid planting apples near cedar or juniper windbreaks | Monitor nearby cedars in spring for orange gelatinous galls — treat immediately when seen | Prune out infected apple shoots and twigs showing rust symptoms early | Maintain good tree spacing to reduce humidity and leaf wetness | Remove infected leaves promptly at first appearance to slow spread","Myclobutanil (Rally 40 WP) at 0.4 g/L — most effective DMI for rust; apply at pink bud | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, apply at early infection | Triadimefon (Bayleton 25 WP) at 1 g/L — triazole fungicide, good rust control | Fenarimol (Rubigan 12 EC) at 0.5 mL/L — highly effective against rust diseases | Trifloxystrobin + Tebuconazole (Nativo) at 0.5 g/L — combined systemic control | Wettable sulfur at 3 g/L — cost-effective option when temperature is below 32°C | Mancozeb (75 WP) at 2.5 g/L — contact protectant applied every 7–10 days | Foliar micronutrient spray (potassium, zinc) to restore leaf health after infection"
Apple,Cedar_apple_rust,Flowering,Rust,49,FALSE,15.52,33.16,69.45,124.93,"Bright yellow-orange circular spots on upper leaf surface in spring | Lesions enlarge; orange, tube-like aecia (spore horns) appear on lower leaf surface | Yellow halos surrounding rust lesions on upper surface | Distorted or puckered leaf tissue around infection sites | Pale yellow to orange spots on fruit surface, later developing tube-like structures | Premature defoliation in heavily infected trees | Twig and shoot infections causing swelling and dieback | On alternate host (cedar/juniper): orange gelatinous telial horns in spring","Plant cedar-apple rust resistant apple varieties (Redfree, Pristine, Gold Rush) | Remove eastern red cedar and ornamental juniper trees near the orchard | Avoid planting apples near cedar or juniper windbreaks | Monitor nearby cedars in spring for orange gelatinous galls — treat immediately when seen | Prune out infected apple shoots and twigs showing rust symptoms early | Maintain good tree spacing to reduce humidity and leaf wetness | Remove infected leaves promptly at first appearance to slow spread","Myclobutanil (Rally 40 WP) at 0.4 g/L — most effective DMI for rust; apply at pink bud | Propiconazole (Tilt 250 EC) at 1 mL/L — systemic triazole, apply at early infection | Triadimefon (Bayleton 25 WP) at 1 g/L — triazole fungicide, good rust control | Fenarimol (Rubigan 12 EC) at 0.5 mL/L — highly effective against rust diseases | Trifloxystrobin + Tebuconazole (Nativo) at 0.5 g/L — combined systemic control | Wettable sulfur at 3 g/L — cost-effective option when temperature is below 32°C | Mancozeb (75 WP) at 2.5 g/L — contact protectant applied every 7–10 days | Foliar micronutrient spray (potassium, zinc) to restore leaf health after infection"
Cherry_(including_sour),Powdery_mildew,Seedling,Powdery Mildew,289,TRUE,15.13,33.69,70.23,111.25,"White to gray powdery fungal growth on upper and lower leaf surfaces | Affected leaves curl, pucker, and distort inward | Young leaves and shoots most severely affected; stunted growth | Reddish or purplish discoloration on infected young tissue | Premature leaf drop in severe infections | White powdery coating on young shoots and petioles | Infected fruit may show russeting or surface distortion | Black cleistothecia (fungal overwintering bodies) visible in late season","Plant powdery mildew-resistant cherry varieties | Prune infected shoots in late winter before bud break to remove overwintering mycelium | Improve air circulation through thinning and open-centre pruning | Avoid excessive nitrogen fertilisation — lush growth is highly susceptible | Remove and destroy infected prunings — do not compost them | Remove visibly infected leaves and shoots at first sign to prevent spread | Avoid shaded, poorly ventilated planting sites | Water at soil level — avoid wetting foliage","Wettable sulfur (80 WP) at 3 g/L — effective and affordable; do not use above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with curative action | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole, strong curative activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin with excellent PM efficacy | Potassium bicarbonate (Kaligreen) at 5 g/L — organic, disrupts fungal cell membrane | Neem oil (0.03 EC) at 5 mL/L — organic spray for moderate infections | Quinoxyfen (Arius 250 SC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–14 days; rotate fungicide groups to prevent resistance"
Cherry_(including_sour),Powdery_mildew,Flowering,Powdery Mildew,282,FALSE,15.14,33.62,69.58,116.44,"White to gray powdery fungal growth on upper and lower leaf surfaces | Affected leaves curl, pucker, and distort inward | Young leaves and shoots most severely affected; stunted growth | Reddish or purplish discoloration on infected young tissue | Premature leaf drop in severe infections | White powdery coating on young shoots and petioles | Infected fruit may show russeting or surface distortion | Black cleistothecia (fungal overwintering bodies) visible in late season","Plant powdery mildew-resistant cherry varieties | Prune infected shoots in late winter before bud break to remove overwintering mycelium | Improve air circulation through thinning and open-centre pruning | Avoid excessive nitrogen fertilisation — lush growth is highly susceptible | Remove and destroy infected prunings — do not compost them | Remove visibly infected leaves and shoots at first sign to prevent spread | Avoid shaded, poorly ventilated planting sites | Water at soil level — avoid wetting foliage","Wettable sulfur (80 WP) at 3 g/L — effective and affordable; do not use above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with curative action | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole, strong curative activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin with excellent PM efficacy | Potassium bicarbonate (Kaligreen) at 5 g/L — organic, disrupts fungal cell membrane | Neem oil (0.03 EC) at 5 mL/L — organic spray for moderate infections | Quinoxyfen (Arius 250 SC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–14 days; rotate fungicide groups to prevent resistance"
Cherry_(including_sour),Powdery_mildew,Vegetative,Powdery Mildew,266,FALSE,15.24,34.2,68.1,111.23,"White to gray powdery fungal growth on upper and lower leaf surfaces | Affected leaves curl, pucker, and distort inward | Young leaves and shoots most severely affected; stunted growth | Reddish or purplish discoloration on infected young tissue | Premature leaf drop in severe infections | White powdery coating on young shoots and petioles | Infected fruit may show russeting or surface distortion | Black cleistothecia (fungal overwintering bodies) visible in late season","Plant powdery mildew-resistant cherry varieties | Prune infected shoots in late winter before bud break to remove overwintering mycelium | Improve air circulation through thinning and open-centre pruning | Avoid excessive nitrogen fertilisation — lush growth is highly susceptible | Remove and destroy infected prunings — do not compost them | Remove visibly infected leaves and shoots at first sign to prevent spread | Avoid shaded, poorly ventilated planting sites | Water at soil level — avoid wetting foliage","Wettable sulfur (80 WP) at 3 g/L — effective and affordable; do not use above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with curative action | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole, strong curative activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin with excellent PM efficacy | Potassium bicarbonate (Kaligreen) at 5 g/L — organic, disrupts fungal cell membrane | Neem oil (0.03 EC) at 5 mL/L — organic spray for moderate infections | Quinoxyfen (Arius 250 SC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–14 days; rotate fungicide groups to prevent resistance"
Cherry_(including_sour),Powdery_mildew,Maturity,Powdery Mildew,266,FALSE,15.21,34.11,68.45,111.09,"White to gray powdery fungal growth on upper and lower leaf surfaces | Affected leaves curl, pucker, and distort inward | Young leaves and shoots most severely affected; stunted growth | Reddish or purplish discoloration on infected young tissue | Premature leaf drop in severe infections | White powdery coating on young shoots and petioles | Infected fruit may show russeting or surface distortion | Black cleistothecia (fungal overwintering bodies) visible in late season","Plant powdery mildew-resistant cherry varieties | Prune infected shoots in late winter before bud break to remove overwintering mycelium | Improve air circulation through thinning and open-centre pruning | Avoid excessive nitrogen fertilisation — lush growth is highly susceptible | Remove and destroy infected prunings — do not compost them | Remove visibly infected leaves and shoots at first sign to prevent spread | Avoid shaded, poorly ventilated planting sites | Water at soil level — avoid wetting foliage","Wettable sulfur (80 WP) at 3 g/L — effective and affordable; do not use above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with curative action | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole, strong curative activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin with excellent PM efficacy | Potassium bicarbonate (Kaligreen) at 5 g/L — organic, disrupts fungal cell membrane | Neem oil (0.03 EC) at 5 mL/L — organic spray for moderate infections | Quinoxyfen (Arius 250 SC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–14 days; rotate fungicide groups to prevent resistance"
Cherry_(including_sour),Powdery_mildew,Fruiting,Powdery Mildew,249,FALSE,15.12,33.67,68.47,107.69,"White to gray powdery fungal growth on upper and lower leaf surfaces | Affected leaves curl, pucker, and distort inward | Young leaves and shoots most severely affected; stunted growth | Reddish or purplish discoloration on infected young tissue | Premature leaf drop in severe infections | White powdery coating on young shoots and petioles | Infected fruit may show russeting or surface distortion | Black cleistothecia (fungal overwintering bodies) visible in late season","Plant powdery mildew-resistant cherry varieties | Prune infected shoots in late winter before bud break to remove overwintering mycelium | Improve air circulation through thinning and open-centre pruning | Avoid excessive nitrogen fertilisation — lush growth is highly susceptible | Remove and destroy infected prunings — do not compost them | Remove visibly infected leaves and shoots at first sign to prevent spread | Avoid shaded, poorly ventilated planting sites | Water at soil level — avoid wetting foliage","Wettable sulfur (80 WP) at 3 g/L — effective and affordable; do not use above 32°C | Myclobutanil (Rally 40 WP) at 0.4 g/L — systemic DMI with curative action | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole, strong curative activity | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin with excellent PM efficacy | Potassium bicarbonate (Kaligreen) at 5 g/L — organic, disrupts fungal cell membrane | Neem oil (0.03 EC) at 5 mL/L — organic spray for moderate infections | Quinoxyfen (Arius 250 SC) at 0.5 mL/L — specific powdery mildew fungicide | Apply every 7–14 days; rotate fungicide groups to prevent resistance"
Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,Fruiting,Leaf spot,141,TRUE,15.19,33.3,66.59,116.46,"Small, rectangular to elongated tan to gray lesions on leaves, running parallel to leaf veins | Lesions bounded by leaf veins giving a rectangular blocky appearance | Lesion centers turn gray to tan with darker brown borders as they age | Multiple lesions coalesce to form large necrotic areas on leaf blade | Severely infected leaves turn completely brown and die prematurely | Gray sporulation (conidia) visible on lesion surfaces under humid conditions | Lesions appear first on lower leaves and progress upward | Affected plants show early senescence and reduced photosynthesis",Plant GLS-resistant or tolerant maize hybrid varieties | Rotate crops — avoid growing maize continuously on the same field | Deep plough or disc crop residues after harvest to reduce inoculum on soil surface | Maintain proper plant spacing to reduce canopy humidity | Reduce irrigation frequency to avoid prolonged leaf wetness | Avoid planting susceptible varieties in fields with a history of severe GLS | Remove and destroy lower infected leaves at first sign of rectangular grey lesions | Early planting helps canopy develop before peak disease pressure period,Azoxystrobin (Amistar 25 SC) at 1 mL/L — apply at VT to R1 growth stage | Propiconazole (Tilt 250 EC) at 1 mL/L — effective triazole for GLS control | Pyraclostrobin (Headline EC) at 1.5 mL/L — strobilurin with plant health benefits | Trifloxystrobin + Propiconazole (Stratego 250 EC) at 1 mL/L — combination product | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — contact protectant every 10 days | Foliar fertiliser (NPK + micronutrients) to support plant recovery | Second application 14 days after first if disease pressure remains high
Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,Flowering,Leaf spot,134,FALSE,15.54,34.07,69.86,115.52,"Small, rectangular to elongated tan to gray lesions on leaves, running parallel to leaf veins | Lesions bounded by leaf veins giving a rectangular blocky appearance | Lesion centers turn gray to tan with darker brown borders as they age | Multiple lesions coalesce to form large necrotic areas on leaf blade | Severely infected leaves turn completely brown and die prematurely | Gray sporulation (conidia) visible on lesion surfaces under humid conditions | Lesions appear first on lower leaves and progress upward | Affected plants show early senescence and reduced photosynthesis",Plant GLS-resistant or tolerant maize hybrid varieties | Rotate crops — avoid growing maize continuously on the same field | Deep plough or disc crop residues after harvest to reduce inoculum on soil surface | Maintain proper plant spacing to reduce canopy humidity | Reduce irrigation frequency to avoid prolonged leaf wetness | Avoid planting susceptible varieties in fields with a history of severe GLS | Remove and destroy lower infected leaves at first sign of rectangular grey lesions | Early planting helps canopy develop before peak disease pressure period,Azoxystrobin (Amistar 25 SC) at 1 mL/L — apply at VT to R1 growth stage | Propiconazole (Tilt 250 EC) at 1 mL/L — effective triazole for GLS control | Pyraclostrobin (Headline EC) at 1.5 mL/L — strobilurin with plant health benefits | Trifloxystrobin + Propiconazole (Stratego 250 EC) at 1 mL/L — combination product | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — contact protectant every 10 days | Foliar fertiliser (NPK + micronutrients) to support plant recovery | Second application 14 days after first if disease pressure remains high
Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,Vegetative,Leaf spot,134,FALSE,15.08,34.05,65.87,97.51,"Small, rectangular to elongated tan to gray lesions on leaves, running parallel to leaf veins | Lesions bounded by leaf veins giving a rectangular blocky appearance | Lesion centers turn gray to tan with darker brown borders as they age | Multiple lesions coalesce to form large necrotic areas on leaf blade | Severely infected leaves turn completely brown and die prematurely | Gray sporulation (conidia) visible on lesion surfaces under humid conditions | Lesions appear first on lower leaves and progress upward | Affected plants show early senescence and reduced photosynthesis",Plant GLS-resistant or tolerant maize hybrid varieties | Rotate crops — avoid growing maize continuously on the same field | Deep plough or disc crop residues after harvest to reduce inoculum on soil surface | Maintain proper plant spacing to reduce canopy humidity | Reduce irrigation frequency to avoid prolonged leaf wetness | Avoid planting susceptible varieties in fields with a history of severe GLS | Remove and destroy lower infected leaves at first sign of rectangular grey lesions | Early planting helps canopy develop before peak disease pressure period,Azoxystrobin (Amistar 25 SC) at 1 mL/L — apply at VT to R1 growth stage | Propiconazole (Tilt 250 EC) at 1 mL/L — effective triazole for GLS control | Pyraclostrobin (Headline EC) at 1.5 mL/L — strobilurin with plant health benefits | Trifloxystrobin + Propiconazole (Stratego 250 EC) at 1 mL/L — combination product | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — contact protectant every 10 days | Foliar fertiliser (NPK + micronutrients) to support plant recovery | Second application 14 days after first if disease pressure remains high
Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,Maturity,Leaf spot,120,FALSE,15.26,34.28,68.66,117.08,"Small, rectangular to elongated tan to gray lesions on leaves, running parallel to leaf veins | Lesions bounded by leaf veins giving a rectangular blocky appearance | Lesion centers turn gray to tan with darker brown borders as they age | Multiple lesions coalesce to form large necrotic areas on leaf blade | Severely infected leaves turn completely brown and die prematurely | Gray sporulation (conidia) visible on lesion surfaces under humid conditions | Lesions appear first on lower leaves and progress upward | Affected plants show early senescence and reduced photosynthesis",Plant GLS-resistant or tolerant maize hybrid varieties | Rotate crops — avoid growing maize continuously on the same field | Deep plough or disc crop residues after harvest to reduce inoculum on soil surface | Maintain proper plant spacing to reduce canopy humidity | Reduce irrigation frequency to avoid prolonged leaf wetness | Avoid planting susceptible varieties in fields with a history of severe GLS | Remove and destroy lower infected leaves at first sign of rectangular grey lesions | Early planting helps canopy develop before peak disease pressure period,Azoxystrobin (Amistar 25 SC) at 1 mL/L — apply at VT to R1 growth stage | Propiconazole (Tilt 250 EC) at 1 mL/L — effective triazole for GLS control | Pyraclostrobin (Headline EC) at 1.5 mL/L — strobilurin with plant health benefits | Trifloxystrobin + Propiconazole (Stratego 250 EC) at 1 mL/L — combination product | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — contact protectant every 10 days | Foliar fertiliser (NPK + micronutrients) to support plant recovery | Second application 14 days after first if disease pressure remains high
Corn_(maize),Cercospora_leaf_spot Gray_leaf_spot,Seedling,Leaf spot,119,FALSE,15.08,33.39,66.56,111.48,"Small, rectangular to elongated tan to gray lesions on leaves, running parallel to leaf veins | Lesions bounded by leaf veins giving a rectangular blocky appearance | Lesion centers turn gray to tan with darker brown borders as they age | Multiple lesions coalesce to form large necrotic areas on leaf blade | Severely infected leaves turn completely brown and die prematurely | Gray sporulation (conidia) visible on lesion surfaces under humid conditions | Lesions appear first on lower leaves and progress upward | Affected plants show early senescence and reduced photosynthesis",Plant GLS-resistant or tolerant maize hybrid varieties | Rotate crops — avoid growing maize continuously on the same field | Deep plough or disc crop residues after harvest to reduce inoculum on soil surface | Maintain proper plant spacing to reduce canopy humidity | Reduce irrigation frequency to avoid prolonged leaf wetness | Avoid planting susceptible varieties in fields with a history of severe GLS | Remove and destroy lower infected leaves at first sign of rectangular grey lesions | Early planting helps canopy develop before peak disease pressure period,Azoxystrobin (Amistar 25 SC) at 1 mL/L — apply at VT to R1 growth stage | Propiconazole (Tilt 250 EC) at 1 mL/L — effective triazole for GLS control | Pyraclostrobin (Headline EC) at 1.5 mL/L — strobilurin with plant health benefits | Trifloxystrobin + Propiconazole (Stratego 250 EC) at 1 mL/L — combination product | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole | Mancozeb (Dithane M-45 75 WP) at 2.5 g/L — contact protectant every 10 days | Foliar fertiliser (NPK + micronutrients) to support plant recovery | Second application 14 days after first if disease pressure remains high
Corn_(maize),Common_rust_,Fruiting,Rust,331,TRUE,15.08,33.26,68.62,106.84,"Small, circular to elongated powdery pustules (uredia) on both leaf surfaces | Pustules are cinnamon-brown to brick-red, scattered across entire leaf blade | Pustules rupture through epidermis releasing powdery reddish-brown urediniospores | Later in season pustules turn dark brown-black as teliospores form | Heavy infection causes leaves to turn yellow and die prematurely | Pustules may also appear on husks, leaf sheaths, and stalks | Entire field may appear rust-colored in severe outbreaks | Infected leaves feel rough or powdery when rubbed",Plant rust-resistant maize hybrid varieties | Early planting to avoid peak rust spore dispersal periods | Destroy volunteer maize plants that harbour rust spores between seasons | Rotate crops to reduce local inoculum build-up | Maintain adequate potassium nutrition — deficiency increases susceptibility | Scout fields regularly from V6 growth stage for early pustule detection | Remove and destroy infected lower leaves as soon as first pustules appear | Avoid planting susceptible open-pollinated varieties in rust-prone regions,"Propiconazole (Tilt 250 EC) at 1 mL/L — apply at first pustule appearance | Azoxystrobin (Amistar 25 SC) at 1 mL/L — strobilurin, apply before heavy infection | Tebuconazole (Folicur 250 EW) at 1 mL/L — systemic triazole with curative activity | Pyraclostrobin + Metconazole (Twinline) at 1 mL/L — mixed mode of action | Trifloxystrobin (Flint 50 WG) at 0.1 g/L — strobilurin for early-stage rust | Mancozeb (75 WP) at 2.5 g/L — contact protectant, apply every 7–10 days | Spray at VT–R1 stage for maximum protection during grain fill | Repeat application after 14 days if disease pressure remains high"
